,essay_id,score,pred_score
223,16497,2,2
224,16498,2,1
225,16499,4,4
226,16500,3,3
227,16501,4,4
228,16502,1,2
229,16503,4,4
230,16504,2,2
231,16505,4,4
232,16506,3,3
233,16507,3,3
234,16508,3,4
235,16509,3,3
236,16510,2,2
237,16511,2,2
238,16512,2,1
239,16513,3,3
240,16514,4,3
241,16515,3,3
242,16516,2,2
243,16517,0,0
244,16518,1,1
245,16519,3,4
246,16520,0,1
247,16521,0,0
248,16522,3,4
249,16523,3,4
250,16524,3,4
251,16525,3,3
252,16526,3,2
253,16527,4,3
254,16528,1,1
255,16529,4,4
256,16530,4,4
257,16531,2,3
258,16532,4,3
259,16533,3,3
260,16534,0,1
261,16535,2,3
262,16536,4,4
263,16537,2,2
264,16538,3,3
265,16539,1,1
266,16540,3,3
267,16541,3,3
268,16542,3,3
269,16543,1,1
270,16544,3,4
271,16545,3,3
272,16546,3,3
273,16547,3,3
274,16548,2,3
275,16549,1,2
276,16550,2,3
277,16551,4,3
278,16552,2,1
279,16553,1,2
280,16554,3,3
281,16555,4,4
282,16556,0,0
283,16557,3,3
284,16558,4,3
285,16559,1,1
286,16560,4,3
287,16561,3,3
288,16562,4,4
289,16563,3,4
290,16564,4,4
291,16565,3,3
292,16566,4,4
293,16567,2,3
294,16568,4,3
295,16569,3,3
296,16570,2,3
297,16571,2,2
298,16572,1,0
299,16573,3,3
300,16574,3,3
301,16575,3,3
302,16576,4,4
303,16577,4,4
304,16578,2,2
305,16579,3,3
306,16580,2,2
307,16581,4,4
308,16582,3,3
309,16583,3,3
310,16584,3,3
311,16585,3,3
312,16586,4,3
313,16587,4,4
314,16588,4,4
315,16589,1,1
316,16590,4,3
317,16591,2,2
318,16592,3,3
319,16593,2,1
320,16594,0,1
321,16595,4,4
322,16596,3,3
323,16597,4,4
324,16598,4,4
325,16599,3,2
326,16600,1,1
327,16601,2,2
328,16602,4,4
329,16603,2,2
330,16604,4,3
331,16605,4,4
332,16606,1,1
333,16607,3,3
334,16608,3,3
335,16609,1,1
336,16610,3,3
337,16611,3,3
338,16612,3,3
339,16613,3,4
340,16614,1,3
341,16615,2,2
342,16616,4,4
343,16617,3,3
344,16618,1,1
345,16619,2,3
346,16620,4,4
347,16621,3,3
348,16622,3,3
349,16623,4,3
350,16624,3,4
351,16625,2,3
352,16626,2,3
353,16627,3,3
354,16628,3,3
355,16629,0,2
356,16630,2,2
357,16631,3,3
358,16632,2,1
359,16633,2,1
